Sample	Type	Group	Chr	Ratio	Mapped	Total
PFCA4	mPFC	Aged	chr17	0.0376	3651464	97137931
PFCA4	mPFC	Aged	chr18	0.0349	3389364	97137931
PFCA4	mPFC	Aged	chr19	0.0244	2373168	97137931
PFCA4	mPFC	Aged	chrM	0.0683	6639056	97137931
PFCA4	mPFC	Aged	chrX	0.0354	3439753	97137931
PFCA4	mPFC	Aged	chrY	0.0146	1417222	97137931
PFCA4	mPFC	Aged	UnMapped	0.09960000000000002	10749319	97137931
PFCA5	mPFC	Aged	chr1	0.0804	8112119	100913736
PFCA5	mPFC	Aged	chr2	0.0905	9137642	100913736
PFCA5	mPFC	Aged	chr3	0.0674	6803281	100913736
PFCA5	mPFC	Aged	chr4	0.0759	7657341	100913736
PFCA5	mPFC	Aged	chr5	0.0719	7256173	100913736
PFCA5	mPFC	Aged	chr6	0.0692	6979562	100913736
PFCA5	mPFC	Aged	chr7	0.0609	6149033	100913736
PFCA5	mPFC	Aged	chr8	0.0591	5959625	100913736
PFCA5	mPFC	Aged	chr9	0.0735	7416665	100913736
PFCA5	mPFC	Aged	chr10	0.0589	5942002	100913736
PFCA5	mPFC	Aged	chr11	0.06	6049950	100913736
PFCA5	mPFC	Aged	chr12	0.0535	5403085	100913736
PFCA5	mPFC	Aged	chr13	0.0608	6133948	100913736
PFCA5	mPFC	Aged	chr14	0.0538	5426967	100913736
PFCA5	mPFC	Aged	chr15	0.0485	4893073	100913736
PFCA5	mPFC	Aged	chr16	0.0407	4110220	100913736
PFCA5	mPFC	Aged	chr17	0.0466	4698564	100913736
PFCA5	mPFC	Aged	chr18	0.0404	4081609	100913736
PFCA5	mPFC	Aged	chr19	0.0266	2681755	100913736
PFCA5	mPFC	Aged	chrM	0.0232	2340917	100913736
PFCA5	mPFC	Aged	chrX	0.0393	3967272	100913736
PFCA5	mPFC	Aged	chrY	0.0125	1260966	100913736
PFCA5	mPFC	Aged	UnMapped	0.16990000000000005	20651518	100913736
PFCA6	mPFC	Aged	chr1	0.0923	10213087	110605090
PFCA6	mPFC	Aged	chr2	0.072	7961641	110605090
PFCA6	mPFC	Aged	chr3	0.0628	6945828	110605090
PFCA6	mPFC	Aged	chr4	0.0566	6257981	110605090
PFCA6	mPFC	Aged	chr5	0.059	6529473	110605090
PFCA6	mPFC	Aged	chr6	0.0588	6508993	110605090
PFCA6	mPFC	Aged	chr7	0.0534	5908538	110605090
PFCA6	mPFC	Aged	chr8	0.0497	5500159	110605090
PFCA6	mPFC	Aged	chr9	0.0524	5794352	110605090
PFCA6	mPFC	Aged	chr10	0.0495	5479477	110605090
PFCA6	mPFC	Aged	chr11	0.0449	4969712	110605090
PFCA6	mPFC	Aged	chr12	0.0486	5374640	110605090
PFCA6	mPFC	Aged	chr13	0.0487	5384415	110605090
PFCA6	mPFC	Aged	chr14	0.0465	5148256	110605090
PFCA6	mPFC	Aged	chr15	0.0399	4410969	110605090
PFCA6	mPFC	Aged	chr16	0.0383	4233641	110605090
PFCA6	mPFC	Aged	chr17	0.0351	3881906	110605090
PFCA6	mPFC	Aged	chr18	0.0355	3930021	110605090
PFCA6	mPFC	Aged	chr19	0.0219	2420541	110605090
PFCA6	mPFC	Aged	chrM	0.0909	10055086	110605090
PFCA6	mPFC	Aged	chrX	0.0336	3717129	110605090
PFCA6	mPFC	Aged	chrY	0.0187	2066193	110605090
PFCA6	mPFC	Aged	UnMapped	0.014700000000000046	1648706	110605090
PFCA7	mPFC	Aged	chr1	0.1144	11912712	104094159
PFCA7	mPFC	Aged	chr2	0.0634	6595388	104094159
PFCA7	mPFC	Aged	chr3	0.0437	4547591	104094159
PFCA7	mPFC	Aged	chr4	0.0446	4639089	104094159
PFCA7	mPFC	Aged	chr5	0.0393	4090616	104094159
PFCA7	mPFC	Aged	chr6	0.0477	4969150	104094159
PFCA7	mPFC	Aged	chr7	0.046	4791191	104094159
PFCA7	mPFC	Aged	chr8	0.0393	4089552	104094159
PFCA7	mPFC	Aged	chr9	0.0407	4233688	104094159
PFCA7	mPFC	Aged	chr10	0.04	4168297	104094159
PFCA7	mPFC	Aged	chr11	0.037	3854585	104094159
PFCA7	mPFC	Aged	chr12	0.0382	3975161	104094159
PFCA7	mPFC	Aged	chr13	0.0357	3711550	104094159
PFCA7	mPFC	Aged	chr14	0.0408	4250914	104094159
PFCA7	mPFC	Aged	chr15	0.0298	3104926	104094159
PFCA7	mPFC	Aged	chr16	0.0306	3183826	104094159
PFCA7	mPFC	Aged	chr17	0.0329	3422000	104094159
PFCA7	mPFC	Aged	chr18	0.0286	2979718	104094159
PFCA7	mPFC	Aged	chr19	0.0187	1945402	104094159
PFCA7	mPFC	Aged	chrM	0.2816	29313052	104094159
PFCA7	mPFC	Aged	chrX	0.0232	2416132	104094159
PFCA7	mPFC	Aged	chrY	0.0068	711757	104094159
PFCA7	mPFC	Aged	UnMapped	0.03080000000000005	3312527	104094159
PFCY1	mPFC	Young	chr1	0.113	11818996	104616534
PFCY1	mPFC	Young	chr2	0.0744	7778963	104616534
PFCY1	mPFC	Young	chr3	0.0523	5471349	104616534
PFCY1	mPFC	Young	chr4	0.0643	6728902	104616534
PFCY1	mPFC	Young	chr5	0.0633	6620116	104616534
PFCY1	mPFC	Young	chr6	0.0544	5690484	104616534
PFCY1	mPFC	Young	chr7	0.0645	6749764	104616534
PFCY1	mPFC	Young	chr8	0.0547	5720874	104616534
PFCY1	mPFC	Young	chr9	0.0548	5730394	104616534
PFCY1	mPFC	Young	chr10	0.0575	6018251	104616534
PFCY1	mPFC	Young	chr11	0.052	5439776	104616534
PFCY1	mPFC	Young	chr12	0.0481	5032091	104616534
PFCY1	mPFC	Young	chr13	0.0439	4593946	104616534
PFCY1	mPFC	Young	chr14	0.0477	4994308	104616534
PFCY1	mPFC	Young	chr15	0.0502	5250954	104616534
PFCY1	mPFC	Young	chr16	0.0417	4365714	104616534
PFCY1	mPFC	Young	chr17	0.0379	3967886	104616534
PFCY1	mPFC	Young	chr18	0.034	3562091	104616534
PFCY1	mPFC	Young	chr19	0.0203	2125795	104616534
PFCY1	mPFC	Young	chrM	0.0791	8274515	104616534
PFCY1	mPFC	Young	chrX	0.0263	2749285	104616534
PFCY1	mPFC	Young	chrY	0.0149	1553728	104616534
PFCY1	mPFC	Young	UnMapped	0.06389999999999996	7139760	104616534
PFCY2	mPFC	Young	chr1	0.1011	17266766	170795810
PFCY2	mPFC	Young	chr2	0.0802	13694647	170795810
PFCY2	mPFC	Young	chr3	0.0536	9147716	170795810
PFCY2	mPFC	Young	chr4	0.0549	9376339	170795810
PFCY2	mPFC	Young	chr5	0.0597	10202098	170795810
PFCY2	mPFC	Young	chr6	0.0596	10174189	170795810
PFCY2	mPFC	Young	chr7	0.0532	9089976	170795810
PFCY2	mPFC	Young	chr8	0.0474	8104252	170795810
PFCY2	mPFC	Young	chr9	0.0561	9587943	170795810
PFCY2	mPFC	Young	chr10	0.0468	7991864	170795810
PFCY2	mPFC	Young	chr11	0.0513	8761422	170795810
PFCY2	mPFC	Young	chr12	0.0415	7081127	170795810
PFCY2	mPFC	Young	chr13	0.0443	7559251	170795810
PFCY2	mPFC	Young	chr14	0.041	7010488	170795810
PFCY2	mPFC	Young	chr15	0.0396	6762947	170795810
PFCY2	mPFC	Young	chr16	0.0358	6114863	170795810
PFCY2	mPFC	Young	chr17	0.0371	6337339	170795810
PFCY2	mPFC	Young	chr18	0.0367	6264166	170795810
PFCY2	mPFC	Young	chr19	0.0275	4690766	170795810
PFCY2	mPFC	Young	chrM	0.1641	28034736	170795810
PFCY2	mPFC	Young	chrX	0.0342	5842090	170795810
PFCY2	mPFC	Young	chrY	0.0124	2124602	170795810
PFCY2	mPFC	Young	UnMapped	0.04749999999999999	8508640	170795810
PFCY3	mPFC	Young	chr1	0.1008	14304150	141874672
PFCY3	mPFC	Young	chr2	0.0746	10584190	141874672
PFCY3	mPFC	Young	chr3	0.0514	7286640	141874672
PFCY3	mPFC	Young	chr4	0.0534	7570639	141874672
PFCY3	mPFC	Young	chr5	0.0574	8145141	141874672
PFCY3	mPFC	Young	chr6	0.0587	8332928	141874672
PFCY3	mPFC	Young	chr7	0.0615	8721340	141874672
PFCY3	mPFC	Young	chr8	0.0536	7599049	141874672
PFCY3	mPFC	Young	chr9	0.0546	7752024	141874672
PFCY3	mPFC	Young	chr10	0.0534	7576028	141874672
PFCY3	mPFC	Young	chr11	0.0674	9567063	141874672
PFCY3	mPFC	Young	chr12	0.0517	7340227	141874672
PFCY3	mPFC	Young	chr13	0.0567	8047395	141874672
PFCY3	mPFC	Young	chr14	0.0358	5077012	141874672
PFCY3	mPFC	Young	chr15	0.0448	6355830	141874672
PFCY3	mPFC	Young	chr16	0.049	6954496	141874672
PFCY3	mPFC	Young	chr17	0.0423	6007139	141874672
PFCY3	mPFC	Young	chr18	0.0356	5053017	141874672
PFCY3	mPFC	Young	chr19	0.0285	4038656	141874672
PFCY3	mPFC	Young	chrM	0.0934	13248893	141874672
PFCY3	mPFC	Young	chrX	0.0195	2769718	141874672
PFCY3	mPFC	Young	chrY	0.0125	1773490	141874672
PFCY3	mPFC	Young	UnMapped	0.07669999999999999	11785372	141874672
PFCY4	mPFC	Young	chr1	0.0896	9725116	108530100
PFCY4	mPFC	Young	chr2	0.0767	8326425	108530100
PFCY4	mPFC	Young	chr3	0.0609	6604587	108530100
PFCY4	mPFC	Young	chr4	0.0697	7563330	108530100
PFCY4	mPFC	Young	chr5	0.0641	6953711	108530100
PFCY4	mPFC	Young	chr6	0.0696	7553245	108530100
PFCY4	mPFC	Young	chr7	0.0602	6536943	108530100
PFCY4	mPFC	Young	chr8	0.0558	6052758	108530100
PFCY4	mPFC	Young	chr9	0.0591	6409414	108530100
PFCY4	mPFC	Young	chr10	0.0596	6469149	108530100
PFCY4	mPFC	Young	chr11	0.0577	6266868	108530100
PFCY4	mPFC	Young	chr12	0.0502	5451910	108530100
PFCY4	mPFC	Young	chr13	0.0539	5851889	108530100
PFCY4	mPFC	Young	chr14	0.0508	5509538	108530100
PFCY4	mPFC	Young	chr15	0.0472	5123887	108530100
PFCY4	mPFC	Young	chr16	0.0434	4710912	108530100
PFCY4	mPFC	Young	chr17	0.0432	4692949	108530100
PFCY4	mPFC	Young	chr18	0.0369	4007094	108530100
PFCY4	mPFC	Young	chr19	0.0263	2854138	108530100
PFCY4	mPFC	Young	chrM	0.0651	7060529	108530100
PFCY4	mPFC	Young	chrX	0.0364	3950601	108530100
PFCY4	mPFC	Young	chrY	0.0161	1743381	108530100
PFCY4	mPFC	Young	UnMapped	0.026699999999999946	2976074	108530100
PFCY5	mPFC	Young	chr1	0.0713	6409092	89916479
PFCY5	mPFC	Young	chr2	0.07	6294905	89916479
PFCY5	mPFC	Young	chr3	0.0443	3982501	89916479
PFCY5	mPFC	Young	chr4	0.0729	6558299	89916479
PFCY5	mPFC	Young	chr5	0.0726	6532020	89916479
PFCY5	mPFC	Young	chr6	0.0618	5560523	89916479
PFCY5	mPFC	Young	chr7	0.0694	6242606	89916479
PFCY5	mPFC	Young	chr8	0.0479	4309213	89916479
PFCY5	mPFC	Young	chr9	0.058	5213823	89916479
PFCY5	mPFC	Young	chr10	0.0544	4894972	89916479
PFCY5	mPFC	Young	chr11	0.0412	3701888	89916479
PFCY5	mPFC	Young	chr12	0.0516	4636074	89916479
PFCY5	mPFC	Young	chr13	0.0463	4166968	89916479
PFCY5	mPFC	Young	chr14	0.0557	5008802	89916479
PFCY5	mPFC	Young	chr15	0.0501	4507358	89916479
PFCY5	mPFC	Young	chr16	0.0709	6372160	89916479
PFCY5	mPFC	Young	chr17	0.0412	3705744	89916479
PFCY5	mPFC	Young	chr18	0.038	3420124	89916479
PFCY5	mPFC	Young	chr19	0.0244	2191167	89916479
PFCY5	mPFC	Young	chrM	0.0942	8472039	89916479
PFCY5	mPFC	Young	chrX	0.0252	2267800	89916479
PFCY5	mPFC	Young	chrY	0.009	813361	89916479
PFCY5	mPFC	Young	UnMapped	0.07120000000000004	6889053	89916479
PFCY6	mPFC	Young	chr1	0.0947	10038162	105957111
PFCY6	mPFC	Young	chr2	0.075	7941959	105957111
PFCY6	mPFC	Young	chr3	0.0544	5760499	105957111
PFCY6	mPFC	Young	chr4	0.0752	7968904	105957111
PFCY6	mPFC	Young	chr5	0.0651	6893666	105957111
PFCY6	mPFC	Young	chr6	0.0735	7791634	105957111
PFCY6	mPFC	Young	chr7	0.0648	6861530	105957111
PFCY6	mPFC	Young	chr8	0.0634	6715872	105957111
PFCY6	mPFC	Young	chr9	0.0604	6403545	105957111
PFCY6	mPFC	Young	chr10	0.0538	5703731	105957111
PFCY6	mPFC	Young	chr11	0.0718	7602649	105957111
PFCY6	mPFC	Young	chr12	0.0477	5059112	105957111
PFCY6	mPFC	Young	chr13	0.059	6252349	105957111
PFCY6	mPFC	Young	chr14	0.049	5191773	105957111
PFCY6	mPFC	Young	chr15	0.0588	6227854	105957111
PFCY6	mPFC	Young	chr16	0.0386	4088969	105957111
PFCY6	mPFC	Young	chr17	0.0442	4686056	105957111
PFCY6	mPFC	Young	chr18	0.0367	3883787	105957111
PFCY6	mPFC	Young	chr19	0.0334	3543465	105957111
PFCY6	mPFC	Young	chrM	0.042	4445739	105957111
PFCY6	mPFC	Young	chrX	0.0291	3088517	105957111
PFCY6	mPFC	Young	chrY	0.0128	1358809	105957111
PFCY6	mPFC	Young	UnMapped	0.05400000000000005	6043651	105957111
PFCY7	mPFC	Young	chr1	0.1009	9891703	98035334
PFCY7	mPFC	Young	chr2	0.0797	7818278	98035334
PFCY7	mPFC	Young	chr3	0.055	5395109	98035334
PFCY7	mPFC	Young	chr4	0.0701	6870881	98035334
PFCY7	mPFC	Young	chr5	0.05	4901816	98035334
PFCY7	mPFC	Young	chr6	0.0631	6187966	98035334
PFCY7	mPFC	Young	chr7	0.0579	5674907	98035334
PFCY7	mPFC	Young	chr8	0.0571	5598289	98035334
PFCY7	mPFC	Young	chr9	0.0549	5382022	98035334
PFCY7	mPFC	Young	chr10	0.0445	4358641	98035334
PFCY7	mPFC	Young	chr11	0.0501	4914520	98035334
PFCY7	mPFC	Young	chr12	0.0459	4498004	98035334
PFCY7	mPFC	Young	chr13	0.041	4020615	98035334
PFCY7	mPFC	Young	chr14	0.0439	4299566	98035334
PFCY7	mPFC	Young	chr15	0.0412	4043902	98035334
PFCY7	mPFC	Young	chr16	0.0342	3351899	98035334
PFCY7	mPFC	Young	chr17	0.0386	3784158	98035334
PFCY7	mPFC	Young	chr18	0.0392	3839622	98035334
PFCY7	mPFC	Young	chr19	0.0234	2298886	98035334
PFCY7	mPFC	Young	chrM	0.1315	12896315	98035334
PFCY7	mPFC	Young	chrX	0.0346	3393876	98035334
PFCY7	mPFC	Young	chrY	0.0144	1409733	98035334
PFCY7	mPFC	Young	UnMapped	0.030200000000000005	3048474	98035334
PlasmaA1	Plasma	Aged	chr1	0.0644	3915955	60762980
PlasmaA1	Plasma	Aged	chr2	0.0594	3607053	60762980
PlasmaA1	Plasma	Aged	chr3	0.0977	5935502	60762980
PlasmaA1	Plasma	Aged	chr4	0.0243	1475618	60762980
PlasmaA1	Plasma	Aged	chr5	0.0254	1545568	60762980
PlasmaA1	Plasma	Aged	chr6	0.0952	5784487	60762980
PlasmaA1	Plasma	Aged	chr7	0.011	670771	60762980
PlasmaA1	Plasma	Aged	chr8	0.0315	1913271	60762980
PlasmaA1	Plasma	Aged	chr9	0.0194	1181091	60762980
PlasmaA1	Plasma	Aged	chr10	0.0218	1327492	60762980
PlasmaA1	Plasma	Aged	chr11	0.0102	619129	60762980
PlasmaA1	Plasma	Aged	chr12	0.0089	540580	60762980
PlasmaA1	Plasma	Aged	chr13	0.3351	20361709	60762980
PlasmaA1	Plasma	Aged	chr14	0.0165	1004869	60762980
PlasmaA1	Plasma	Aged	chr15	0.0321	1950360	60762980
PlasmaA1	Plasma	Aged	chr16	0.0099	600783	60762980
PlasmaA1	Plasma	Aged	chr17	0.0502	3049847	60762980
PlasmaA1	Plasma	Aged	chr18	0.0274	1662067	60762980
PlasmaA1	Plasma	Aged	chr19	0.0052	318044	60762980
PlasmaA1	Plasma	Aged	chrM	0.211	12820649	60762980
PlasmaA1	Plasma	Aged	chrX	0.0118	715094	60762980
PlasmaA1	Plasma	Aged	chrY	0.0343	2084444	60762980
PlasmaA1	Plasma	Aged	UnMapped	0.010700000000000043	658870	60762980
PlasmaA2	Plasma	Aged	chr1	0.0915	7153676	78205325
PlasmaA2	Plasma	Aged	chr2	0.0689	5386927	78205325
PlasmaA2	Plasma	Aged	chr3	0.0444	3475921	78205325
PlasmaA2	Plasma	Aged	chr4	0.0663	5181223	78205325
PlasmaA2	Plasma	Aged	chr5	0.0904	7070397	78205325
PlasmaA2	Plasma	Aged	chr6	0.0588	4601378	78205325
PlasmaA2	Plasma	Aged	chr7	0.0562	4396988	78205325
PlasmaA2	Plasma	Aged	chr8	0.0554	4331412	78205325
PlasmaA2	Plasma	Aged	chr9	0.0495	3869920	78205325
PlasmaA2	Plasma	Aged	chr10	0.0412	3218381	78205325
PlasmaA2	Plasma	Aged	chr11	0.0457	3570277	78205325
PlasmaA2	Plasma	Aged	chr12	0.0441	3446583	78205325
PlasmaA2	Plasma	Aged	chr13	0.0578	4519156	78205325
PlasmaA2	Plasma	Aged	chr14	0.059	4614080	78205325
PlasmaA2	Plasma	Aged	chr15	0.0139	1083328	78205325
PlasmaA2	Plasma	Aged	chr16	0.0205	1600478	78205325
PlasmaA2	Plasma	Aged	chr17	0.0151	1177012	78205325
PlasmaA2	Plasma	Aged	chr18	0.0585	4571998	78205325
PlasmaA2	Plasma	Aged	chr19	0.0194	1513322	78205325
PlasmaA2	Plasma	Aged	chrM	0.1902	14871822	78205325
PlasmaA2	Plasma	Aged	chrX	0.0193	1508083	78205325
PlasmaA2	Plasma	Aged	chrY	0.0222	1739681	78205325
PlasmaA2	Plasma	Aged	UnMapped	0.06720000000000004	5635861	78205325
PlasmaA3	Plasma	Aged	chr1	0.045	1438890	32000827
PlasmaA3	Plasma	Aged	chr2	0.0461	1476491	32000827
PlasmaA3	Plasma	Aged	chr3	0.0318	1016985	32000827
PlasmaA3	Plasma	Aged	chr4	0.3532	11303453	32000827
PlasmaA3	Plasma	Aged	chr5	0.0839	2685899	32000827
PlasmaA3	Plasma	Aged	chr6	0.0309	988981	32000827
PlasmaA3	Plasma	Aged	chr7	0.0198	634755	32000827
PlasmaA3	Plasma	Aged	chr8	0.1397	4470467	32000827
PlasmaA3	Plasma	Aged	chr9	0.0479	1533889	32000827
PlasmaA3	Plasma	Aged	chr10	0.0317	1013255	32000827
PlasmaA3	Plasma	Aged	chr11	0.0187	597078	32000827
PlasmaA3	Plasma	Aged	chr12	0.0281	900703	32000827
PlasmaA3	Plasma	Aged	chr13	0.0291	931004	32000827
PlasmaA3	Plasma	Aged	chr14	0.0601	1922888	32000827
PlasmaA3	Plasma	Aged	chr15	0.02	640141	32000827
PlasmaA3	Plasma	Aged	chr16	0.0949	3038475	32000827
PlasmaA3	Plasma	Aged	chr17	0.013	415922	32000827
PlasmaA3	Plasma	Aged	chr18	0.0099	316289	32000827
PlasmaA3	Plasma	Aged	chr19	0.0074	236471	32000827
PlasmaA3	Plasma	Aged	chrM	0.0032	103178	32000827
PlasmaA3	Plasma	Aged	chrX	0.0166	531492	32000827
PlasmaA3	Plasma	Aged	chrY	0.0553	1768800	32000827
PlasmaA3	Plasma	Aged	UnMapped	0.5791999999999999	44049007	32000827
PlasmaA4	Plasma	Aged	chr1	0.0888	3323611	37418227
PlasmaA4	Plasma	Aged	chr2	0.0742	2777810	37418227
PlasmaA4	Plasma	Aged	chr3	0.0656	2453949	37418227
PlasmaA4	Plasma	Aged	chr4	0.0467	1746839	37418227
PlasmaA4	Plasma	Aged	chr5	0.0633	2370422	37418227
PlasmaA4	Plasma	Aged	chr6	0.0426	1594282	37418227
PlasmaA4	Plasma	Aged	chr7	0.045	1684711	37418227
PlasmaA4	Plasma	Aged	chr8	0.0379	1417090	37418227
PlasmaA4	Plasma	Aged	chr9	0.0435	1626395	37418227
PlasmaA4	Plasma	Aged	chr10	0.0564	2110852	37418227
PlasmaA4	Plasma	Aged	chr11	0.0774	2896664	37418227
PlasmaA4	Plasma	Aged	chr12	0.0409	1528544	37418227
PlasmaA4	Plasma	Aged	chr13	0.0406	1518981	37418227
PlasmaA4	Plasma	Aged	chr14	0.0509	1905408	37418227
PlasmaA4	Plasma	Aged	chr15	0.0373	1394921	37418227
PlasmaA4	Plasma	Aged	chr16	0.0362	1356111	37418227
PlasmaA4	Plasma	Aged	chr17	0.0427	1599121	37418227
PlasmaA4	Plasma	Aged	chr18	0.0241	901729	37418227
PlasmaA4	Plasma	Aged	chr19	0.0238	891434	37418227
PlasmaA4	Plasma	Aged	chrM	0.134	5013530	37418227
PlasmaA4	Plasma	Aged	chrX	0.0495	1850661	37418227
PlasmaA4	Plasma	Aged	chrY	0.0545	2040045	37418227
PlasmaA4	Plasma	Aged	UnMapped	0.5479	45343131	37418227
PlasmaA5	Plasma	Aged	chr1	0.0856	5411224	63232802
PlasmaA5	Plasma	Aged	chr2	0.0433	2740740	63232802
PlasmaA5	Plasma	Aged	chr3	0.0546	3454145	63232802
PlasmaA5	Plasma	Aged	chr4	0.029	1834574	63232802
PlasmaA5	Plasma	Aged	chr5	0.0547	3460112	63232802
PlasmaA5	Plasma	Aged	chr6	0.1677	10601548	63232802
PlasmaA5	Plasma	Aged	chr7	0.0524	3315913	63232802
PlasmaA5	Plasma	Aged	chr8	0.06	3790904	63232802
PlasmaA5	Plasma	Aged	chr9	0.0426	2691103	63232802
PlasmaA5	Plasma	Aged	chr10	0.0293	1852415	63232802
PlasmaA5	Plasma	Aged	chr11	0.1087	6875635	63232802
PlasmaA5	Plasma	Aged	chr12	0.0431	2726479	63232802
PlasmaA5	Plasma	Aged	chr13	0.0429	2711462	63232802
PlasmaA5	Plasma	Aged	chr14	0.0309	1953620	63232802
PlasmaA5	Plasma	Aged	chr15	0.0283	1787315	63232802
PlasmaA5	Plasma	Aged	chr16	0.0413	2611571	63232802
PlasmaA5	Plasma	Aged	chr17	0.039	2465832	63232802
PlasmaA5	Plasma	Aged	chr18	0.0634	4006516	63232802
PlasmaA5	Plasma	Aged	chr19	0.0173	1091037	63232802
PlasmaA5	Plasma	Aged	chrM	0.0252	1592496	63232802
PlasmaA5	Plasma	Aged	chrX	0.1553	9820047	63232802
PlasmaA5	Plasma	Aged	chrY	0.0214	1354951	63232802
PlasmaA5	Plasma	Aged	UnMapped	0.011199999999999988	715390	63232802
PlasmaA6	Plasma	Aged	chr1	0.0785	4265997	54364562
PlasmaA6	Plasma	Aged	chr2	0.0741	4029424	54364562
PlasmaA6	Plasma	Aged	chr3	0.0184	1001574	54364562
PlasmaA6	Plasma	Aged	chr4	0.0209	1136630	54364562
PlasmaA6	Plasma	Aged	chr5	0.0475	2581151	54364562
PlasmaA6	Plasma	Aged	chr6	0.0142	770177	54364562
PlasmaA6	Plasma	Aged	chr7	0.0151	820311	54364562
PlasmaA6	Plasma	Aged	chr8	0.043	2335756	54364562
PlasmaA6	Plasma	Aged	chr9	0.0146	794779	54364562
PlasmaA6	Plasma	Aged	chr10	0.0179	971274	54364562
PlasmaA6	Plasma	Aged	chr11	0.0197	1069650	54364562
PlasmaA6	Plasma	Aged	chr12	0.0398	2164002	54364562
PlasmaA6	Plasma	Aged	chr13	0.0141	766722	54364562
PlasmaA6	Plasma	Aged	chr14	0.0082	446683	54364562
PlasmaA6	Plasma	Aged	chr15	0.0076	411964	54364562
PlasmaA6	Plasma	Aged	chr16	0.0057	308580	54364562
PlasmaA6	Plasma	Aged	chr17	0.0289	1571919	54364562
PlasmaA6	Plasma	Aged	chr18	0.0081	440908	54364562
PlasmaA6	Plasma	Aged	chr19	0.0993	5396504	54364562
PlasmaA6	Plasma	Aged	chrM	0.3422	18603902	54364562
PlasmaA6	Plasma	Aged	chrX	0.0209	1137976	54364562
PlasmaA6	Plasma	Aged	chrY	0.0148	806775	54364562
PlasmaA6	Plasma	Aged	UnMapped	0.22330000000000005	15626876	54364562
PlasmaA7	Plasma	Aged	chr1	0.1005	2941911	29277245
PlasmaA7	Plasma	Aged	chr2	0.0378	1105469	29277245
PlasmaA7	Plasma	Aged	chr3	0.0488	1429886	29277245
PlasmaA7	Plasma	Aged	chr4	0.0887	2596095	29277245
PlasmaA7	Plasma	Aged	chr5	0.1015	2972927	29277245
PlasmaA7	Plasma	Aged	chr6	0.0766	2241820	29277245
PlasmaA7	Plasma	Aged	chr7	0.0187	547755	29277245
PlasmaA7	Plasma	Aged	chr8	0.0634	1854744	29277245
PlasmaA7	Plasma	Aged	chr9	0.2322	6798231	29277245
PlasmaA7	Plasma	Aged	chr10	0.13	3805847	29277245
PlasmaA7	Plasma	Aged	chr11	0.0362	1059082	29277245
PlasmaA7	Plasma	Aged	chr12	0.0302	882842	29277245
PlasmaA7	Plasma	Aged	chr13	0.0537	1573156	29277245
PlasmaA7	Plasma	Aged	chr14	0.0303	887693	29277245
PlasmaA7	Plasma	Aged	chr15	0.0155	454844	29277245
PlasmaA7	Plasma	Aged	chr16	0.0335	979367	29277245
PlasmaA7	Plasma	Aged	chr17	0.0208	609966	29277245
PlasmaA7	Plasma	Aged	chr18	0.0628	1837253	29277245
PlasmaA7	Plasma	Aged	chr19	0.0108	315823	29277245
PlasmaA7	Plasma	Aged	chrM	0.0004	10278	29277245
PlasmaA7	Plasma	Aged	chrX	0.021	613424	29277245
PlasmaA7	Plasma	Aged	chrY	0.0084	246084	29277245
PlasmaA7	Plasma	Aged	UnMapped	0.5496	35720243	29277245
PlasmaY1	Plasma	Young	chr1	0.0963	5468187	56758332
PlasmaY1	Plasma	Young	chr2	0.0277	1569880	56758332
PlasmaY1	Plasma	Young	chr3	0.0252	1429054	56758332
PlasmaY1	Plasma	Young	chr4	0.0175	995543	56758332
PlasmaY1	Plasma	Young	chr5	0.0271	1538237	56758332
PlasmaY1	Plasma	Young	chr6	0.0285	1616379	56758332
PlasmaY1	Plasma	Young	chr7	0.0229	1298815	56758332
PlasmaY1	Plasma	Young	chr8	0.0293	1665283	56758332
PlasmaY1	Plasma	Young	chr9	0.0161	913323	56758332
PlasmaY1	Plasma	Young	chr10	0.0448	2542635	56758332
PlasmaY1	Plasma	Young	chr11	0.0181	1024526	56758332
PlasmaY1	Plasma	Young	chr12	0.0163	926554	56758332
PlasmaY1	Plasma	Young	chr13	0.0189	1073360	56758332
PlasmaY1	Plasma	Young	chr14	0.0192	1091856	56758332
PlasmaY1	Plasma	Young	chr15	0.0127	723507	56758332
PlasmaY1	Plasma	Young	chr16	0.0167	945786	56758332
PlasmaY1	Plasma	Young	chr17	0.046	2609899	56758332
PlasmaY1	Plasma	Young	chr18	0.1189	6748391	56758332
PlasmaY1	Plasma	Young	chr19	0.0077	438735	56758332
PlasmaY1	Plasma	Young	chrM	0.4641	26342288	56758332
PlasmaY1	Plasma	Young	chrX	0.0169	959091	56758332
PlasmaY1	Plasma	Young	chrY	0.0157	888559	56758332
PlasmaY1	Plasma	Young	UnMapped	0.31110000000000004	25635948	56758332
PlasmaY2	Plasma	Young	chr1	0.0746	1942934	26033065
PlasmaY2	Plasma	Young	chr2	0.0721	1878040	26033065
PlasmaY2	Plasma	Young	chr3	0.0918	2389047	26033065
PlasmaY2	Plasma	Young	chr4	0.0421	1096049	26033065
PlasmaY2	Plasma	Young	chr5	0.0751	1954232	26033065
PlasmaY2	Plasma	Young	chr6	0.0587	1529135	26033065
PlasmaY2	Plasma	Young	chr7	0.0619	1611292	26033065
PlasmaY2	Plasma	Young	chr8	0.1646	4285236	26033065
PlasmaY2	Plasma	Young	chr9	0.023	598866	26033065
